,ASV00001,ASV00002,ASV00003,ASV00004,ASV00005,ASV00006,ASV00007,ASV00008,ASV00009,ASV00010,ASV00011,ASV00012,ASV00013,ASV00014,ASV00015,ASV00016,ASV00017,ASV00018,ASV00019,ASV00020,ASV00021,ASV00022,ASV00023,ASV00024,ASV00025,ASV00026,ASV00027,ASV00028,ASV00029,ASV00030,ASV00031,ASV00032,ASV00033,ASV00034,ASV00035,ASV00036,ASV00037,ASV00038,ASV00039,ASV00040,ASV00041,ASV00042,ASV00043,ASV00044,ASV00045,ASV00046,ASV00047,ASV00048,ASV00049,ASV00050,ASV00051,ASV00052,ASV00053,ASV00054,ASV00055,ASV00056,ASV00057,ASV00058,ASV00059,ASV00060,ASV00061,ASV00062,ASV00063,ASV00064,ASV00065,ASV00066,ASV00067,ASV00068,ASV00069,ASV00070,ASV00071,ASV00072,ASV00073,ASV00074,ASV00075,ASV00076,ASV00077,ASV00078,ASV00079,ASV00080,ASV00081,ASV00082,ASV00083,ASV00084,ASV00085,ASV00086,ASV00087,ASV00088,ASV00089,ASV00090,ASV00091,ASV00092,ASV00093,ASV00094,ASV00095,ASV00096,ASV00097,ASV00098,ASV00099,ASV00100,ASV00101,ASV00102,ASV00103,ASV00104,ASV00105,ASV00106,ASV00107,ASV00108,ASV00109,ASV00110,ASV00111,ASV00112,ASV00113,ASV00114,ASV00115,ASV00116,ASV00117,ASV00118,ASV00119,ASV00120,ASV00121,ASV00122,ASV00123,ASV00124,ASV00125,ASV00126,ASV00127,ASV00128,ASV00129,ASV00130,ASV00131,ASV00132,ASV00133,ASV00134,ASV00135,ASV00136,ASV00137,ASV00138,ASV00139,ASV00140,ASV00141,ASV00142,ASV00143,ASV00144,ASV00145,ASV00146,ASV00147,ASV00148,ASV00149,ASV00150,ASV00151,ASV00152,ASV00153,ASV00154,ASV00155,ASV00156,ASV00157,ASV00158,ASV00159,ASV00160,ASV00161,ASV00162,ASV00163,ASV00164,ASV00165,ASV00166,ASV00167,ASV00168,ASV00169,ASV00170,ASV00171,ASV00172,ASV00173,ASV00174,ASV00175,ASV00176,ASV00177,ASV00178,ASV00179,ASV00180,ASV00181,ASV00182,ASV00183,ASV00184,ASV00185,ASV00186,ASV00187,ASV00188,ASV00189,ASV00190,ASV00191,ASV00192,ASV00193,ASV00194,ASV00195,ASV00196,ASV00197,ASV00198,ASV00199,ASV00200,ASV00201,ASV00202,ASV00203,ASV00204,ASV00205,ASV00206
WBC-13,0.000127334116506609,0,0,0.221290264279905,0,0.000234130472286346,0,0.00396378782028638,1.64302085814979E-05,0,0,0,0,0,0.126397594617464,0,0,0,0,0,0,0,0,0.108784411018098,0,0,0,0,8.21510429074897E-06,0,0,0,0.00883945221684589,0.288128352789439,0,0,0,0,0,0,0,0,0,0,0,0,3.69679693083704E-05,0.180719971740041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612559251439697,0,0,0,0,0,0,0,0,0,0,0,0,0.000131441668651984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57208343259918E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSSP-05,0.00784814747216645,0.00520167913852893,0.000273772586238365,0.0448074466143457,0.00456287643730608,0.00903449534586603,0.00146012045993794,0.0778426720204417,0.00146012045993794,0,0,0.00410658879357547,0.006753057127213,0.000638802701222851,0.249315568534404,0.0012776054024457,0,0,0.0212630041978463,0.000638802701222851,0.0854170469063698,0,0.0190728235079394,0.0634239824785545,0,0.0108596459207885,0,0.000273772586238365,0.000730060229968972,0.000730060229968972,0.00155137798868407,0.00264646833363753,0.0877897426537689,0.0483664902354444,0.000365030114984486,0,0.0167913852892864,0,0.00912575287461216,0.000456287643730608,0,0.00109509034495346,0.00319401350611425,0.00748311735718197,0.000456287643730608,0,0.00346778609235262,0.0119547362657419,0.00730060229968972,0.00647928454097463,0,0.00246395327614528,0,0.000182515057492243,0.00155137798868407,0.0436210987406461,0,0.000182515057492243,0.00501916408103669,0.000182515057492243,0.000365030114984486,0.00164263551743019,0.000730060229968972,0.0140536594269027,0.00383281620733711,0.00191640810366855,0,0,0,0.00684431465595912,0.00155137798868407,0.00200766563241467,0,0,0.0020989231611608,0,0.00401533126482935,0,0.000821317758715094,0,0,0,0,0.000912575287461216,0.00711808724219748,0.00282898339112977,0,0.000273772586238365,0.00702682971345136,0,0.00273772586238365,0,0.00328527103486038,0.000365030114984486,0.00410658879357547,0.000273772586238365,0.0020989231611608,0,0.00839569264464318,0.00155137798868407,0,0,0,0.000456287643730608,0,0,0,0.00118634787369958,0,0,0,0,0,0,0.00191640810366855,0,0,0,0.00246395327614528,0,0,0,0,0.000638802701222851,0,0.000638802701222851,0.0123197663807264,0,0,0.000547545172476729,0,0,0,0,0.000912575287461216,0,0,0,0,0,0,0,0,0,0.000182515057492243,0,0.000821317758715094,0.00191640810366855,0.00109509034495346,0,0,0,0,0.00118634787369958,0,0,0,0.000182515057492243,0.000273772586238365,0,0,0,0,0,0.000547545172476729,0,0,0.000273772586238365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182515057492243,0,0.0020989231611608,0,0,0,0,0,0,0,0,0,0.000456287643730608,0.00839569264464318,0,0.000365030114984486,0,0.000638802701222851,0,0,0,0,0.000730060229968972
WBC-25,0,0,0,0.000218818380743983,0,0,0,0.0140356361362926,0,0,0,0,0,0,0.00153172866520788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775242263207252,0.286214442013129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646264457643013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320100031259769,0,0.0119724914035636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLNF-05,0.00104458738798175,0.0032986970146792,0.000714717686513827,0.275826048710759,0.0111056132827533,0.00846665567100995,0.00340865358183518,0.00384847985045907,0.00973115619330365,0,0,0,0.00131947880587168,0.00065973940293584,0.0266094892517456,0.00115454395513772,0,0,0.00049480455220188,0.00016493485073396,0.000109956567155973,0,0,0.0105558304469734,0,0.000714717686513827,0,0,0.00401341470119303,0,0.00175930507449557,0,0.183297597449008,0.307383583484524,0,0,0.00032986970146792,0,0,0,0,0.00214415305954148,0,0.000274891417889933,0.000769695970091814,0,0.0105008521633955,0.0354609929078014,0,0.000549782835779867,0.000604761119357854,0,0,0.000219913134311947,0,0,0,0,0,0,0.00230908791027544,0,0,0.0105558304469734,0,0.00208917477596349,0,0,0,0,0,0,0,0,0.00274891417889934,0,0.00764198141734015,0,0.00445324096981692,0,0,0,0,0,0.000274891417889933,0,0,0,0,0,0,0.000219913134311947,0.000934630820825774,0,0,0,0,0,0.0291384902963329,0,0.000384847985045907,0,0,0,0,0,0,0,0.000549782835779867,0,0,0,0,0,0,0.00032986970146792,0.000219913134311947,0,0,0,0,0,0.0279289680576172,0,0,0,0,0,0.00181428335807356,0.000439826268623894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142943537302765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRP-02,0.228071643789756,0.000920656176765986,0.00150652828925343,0.186725811851356,0.0199196518245732,0.013307666555072,0.000585872112487446,0.0193337797120857,0.00803481754268497,0,0,0.000669568128557081,0.0169065952460663,0,0.0989286909943087,0.000836960160696351,0,0,0.00728155339805825,0.000836960160696351,0.0168228992299967,0,0.00569132909273519,0.00862068965517241,0,0.00125544024104453,0.00016739203213927,0.000753264144626716,0.00359892869099431,0,0.00652828925343154,0.00175761633746234,0.187897556076331,0.0336457984599933,0.000585872112487446,0,0.000836960160696351,0,0.00686307331771008,0,0,0.00560763307666555,0.00016739203213927,0.00594241714094409,0.00033478406427854,0.000502176096417811,0.00133913625711416,0.00435219283562102,0.00343153665885504,0.00175761633746234,0.00184131235353197,0,0,0.00016739203213927,8.36960160696351E-05,0.0030967525945765,0.000418480080348175,0.000418480080348175,0,0.000502176096417811,0.000585872112487446,0.00518915299631738,0,0.00343153665885504,0.00251088048208905,0.006193505189153,0,0,0,0.00033478406427854,0.00251088048208905,0.000418480080348175,0,0,0.00962504184800803,0.000585872112487446,0.00234348844994978,0,0.000418480080348175,0.00033478406427854,0,0.0016739203213927,0.00033478406427854,0.000418480080348175,0.00184131235353197,0.00108804820890526,0,0,0,0.000418480080348175,0.000251088048208905,0,0.00016739203213927,0.00108804820890526,0.000502176096417811,0,0.00209240040174088,0,0.00460328088382993,0.000753264144626716,0,0,0,0,0.000502176096417811,0,0,0.00016739203213927,0.00016739203213927,0,0.000836960160696351,0.00033478406427854,0.00150652828925343,0.000418480080348175,0,0.00033478406427854,0.000585872112487446,0,0.000585872112487446,0,0,0,0.00217609641781051,0.000920656176765986,0.00016739203213927,0,0,0,0.0030967525945765,0.00636089722129227,0.00862068965517241,0,0,0,0,0,0,0.000418480080348175,0,0,0,0.000251088048208905,0.000418480080348175,0,0.00016739203213927,0,0.00016739203213927,0,0.000502176096417811,0,0.00016739203213927,0,0,0,0,0,0,0.000251088048208905,0,0,0,0.00033478406427854,0,0,0.00117174422497489,0,0,0.00016739203213927,0,0,0,0.00117174422497489,0.00242718446601942,0,0,0.000502176096417811,0,0,0,0.00527284901238701,0,0.000502176096417811,0,0,0.00016739203213927,0,0,0,0,0,0,0.000251088048208905,0,0,0,0.00033478406427854,0,0,0,0,0,0,0,0,0,0
LSSP-06,0.0170755642787046,0.00264965652600589,0.000392541707556428,0.228655544651619,0.00951913640824338,0.0216879293424926,0.000686947988223749,0.0593719332679097,0.00451422963689892,0.000392541707556428,0.000196270853778214,0.00127576054955839,0.00480863591756624,0.000294406280667321,0.162315996074583,0.00264965652600589,0,0.000294406280667321,0.00549558390578999,0.000883218842001963,0.0136408243375859,0.000294406280667321,0.00304219823356232,0.0131501472031403,0,0.0181550539744848,0,0.00372914622178607,0.00215897939156035,0,0.00186457311089303,0.000196270853778214,0.244847890088322,0.0276741903827282,0,0,0.00480863591756624,0.000392541707556428,0.00117762512266928,0.000294406280667321,0.000785083415112856,0.00314033366045142,0.000294406280667321,0.00578999018645731,0,0,0.00618253189401374,0.0410206084396467,0.000785083415112856,0.0028459273797841,0,0,0.000294406280667321,0.000196270853778214,0,0.00588812561334642,0.000196270853778214,0,0.00127576054955839,0.000196270853778214,0.000490677134445535,0.000196270853778214,0,0.00471050049067714,0.000686947988223749,0.0028459273797841,0,0,0,0.000883218842001963,0.000196270853778214,0,0.000196270853778214,0,0.0013738959764475,0,0.024730127576055,0,0,0,0,0,0,0,0.00206084396467125,9.8135426889107E-05,0,0,0.000785083415112856,0,0.000785083415112856,0,0.000392541707556428,0.000490677134445535,0.00098135426889107,0.000196270853778214,0.000196270853778214,0.000294406280667321,0.0180569185475957,0,0.000588812561334642,0,0,0,9.8135426889107E-05,0,0,0,0,0,0,0,0,0,0.000196270853778214,0,0.000392541707556428,0,0.000588812561334642,0.000392541707556428,0,0,0.000196270853778214,0.000294406280667321,0,0,0.00235525024533857,0,0,0.000686947988223749,0,0,0,0,0,0.000196270853778214,0,0,0,0,0,0,0,0,0.000196270853778214,0,0,0,0.0013738959764475,0,0,0,0,0,0,0,0,0,0.000196270853778214,0,0,0,0,0,0.000294406280667321,0,0,0,0,0,0,0,0.00107948969578018,0,0,0.000392541707556428,0,0,0,0,0,0,0,0,0,0.000392541707556428,0,0,0.000392541707556428,0,0.000196270853778214,0,0,0,0,0,0.000785083415112856,0,0,0,0,0,0.000588812561334642,0,0,0
LSSP-07,0.00197433366238894,0.00315893385982231,0.00236920039486673,0.0123395853899309,0.00927936821322804,0.044817374136229,0.00138203356367226,0.0964461994076999,0.00375123395853899,0.000296150049358342,0,0.00286278381046397,0.00927936821322804,0.00306021717670286,0.250246791707799,0.00750246791707799,0,0.00177690029615005,0.0230997038499506,0.00197433366238894,0.015004935834156,0.00069101678183613,0.0054294175715696,0.0226061204343534,0.000197433366238894,0.0201382033563672,0,0.00720631786771965,0.00384995064165844,0.000394866732477789,0.00325765054294176,0.000394866732477789,0.124284304047384,0.05893385982231,0.00197433366238894,0,0.00513326752221125,0.00069101678183613,0.00286278381046397,0.00256663376110563,0.000493583415597236,0.00394866732477789,0.000296150049358342,0.0087857847976308,0.000197433366238894,0,0.00700888450148075,0.081243830207305,0.00138203356367226,0.00454096742349457,0,0,0.000592300098716683,0.000493583415597236,0,0.0565646594274432,0.000394866732477789,0.000493583415597236,0.000592300098716683,0,0.000789733464955577,0.00157946692991115,0.000493583415597236,0.0087857847976308,0.00118460019743337,0.000888450148075025,0,0,0,0.00108588351431392,0.000493583415597236,0.000296150049358342,0.000197433366238894,0,0.00375123395853899,0,0.00128331688055281,0,0.00513326752221125,0,0,0.00118460019743337,0.00197433366238894,0,0.000888450148075025,0.000394866732477789,0.000394866732477789,0.000592300098716683,0.000987166831194472,0,0.00138203356367226,0.000394866732477789,0.00138203356367226,0,0.000197433366238894,0.00256663376110563,0.00128331688055281,9.87166831194472E-05,0.0276406712734452,0,0.000394866732477789,0.000394866732477789,0,0,0,0,0,0,0,0,0,0,0,0,0.000296150049358342,0.000197433366238894,0.000197433366238894,0,0.000296150049358342,0.000197433366238894,0,0,0.000197433366238894,0,0,0,0.0018756169792695,0,0,0.00138203356367226,0,0,0.000592300098716683,0,0,0.000394866732477789,0,0,0,0,0,0,0,0,0.000296150049358342,0,0,0,0.00177690029615005,0,0,0,0.000197433366238894,0,0,0,0,0,0.000592300098716683,0,0,0,0,0,0,0,0,0,0,0,0,0.000296150049358342,0.00138203356367226,0,0,0.000296150049358342,0,0,0,0,0,0,0,0,0.000296150049358342,0.000197433366238894,0,0,0.000394866732477789,0.0016781836130306,0,0.000296150049358342,0,0,0,0,0.000296150049358342,0,0,0,0,0,0,0,0,0
GRP-19,0.00999000999000999,0.00024975024975025,0,0.136488511488512,0.00224775224775225,0.0004995004995005,0,0.00786713286713287,0.00024975024975025,0,0,0,0,0,0.0270979020979021,0.000374625374625375,0,0,0,0,0,0,0.00024975024975025,0.0004995004995005,0,0,0,0,0.000874125874125874,0,0.00024975024975025,0,0.670454545454545,0.004995004995005,0,0,0,0,0,0,0,0,0,0.00024975024975025,0.000374625374625375,0,0.000874125874125874,0.0164835164835165,0,0,0.0174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0.00124875124875125,0,0.00024975024975025,0,0,0,0,0,0,0,0,0.00324675324675325,0,0.000999000999000999,0,0,0.000374625374625375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002997002997003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498251748251748,0,0,0,0,0,0.000874125874125874,0,0.000999000999000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374625374625375,0,0,0,0,0.0405844155844156,0,0.000374625374625375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMC-07,0.00789325314790453,0,0.000375869197519263,0.11727118962601,0.0447284345047923,0.0475474534861868,0.000751738395038527,0,0.00187934598759632,0,0,0.000751738395038527,0.000751738395038527,0,0.0169141138883668,0,0,0,0.000939672993798158,0,0,0,0.000375869197519263,0.000375869197519263,0,0.000375869197519263,0,0.00732944935162563,0.000563803796278895,0,0.000375869197519263,0,0.503664724675813,0.0467957150911483,0,0,0,0,0,0,0,0.00225521518511558,0,0.014283029505732,0,0,0.00244314978387521,0.00582597256154858,0,0,0.00112760759255779,0,0,0,0,0,0,0,0,0,0,0,0,0.00281901898139447,0,0.000375869197519263,0,0,0,0,0,0,0,0,0.003570757376433,0,0.0507423416651006,0,0,0,0,0.00244314978387521,0.00676564555534674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077053185491449,0,0,0,0,0,0,0,0,0,0,0.000563803796278895,0,0.000563803796278895,0,0,0,0,0,0,0,0,0,0,0.0988535989475663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRP-12,0.00935713726411401,0.000352360817477097,0,0.881724218933521,0.00101793125048939,0.000704721634954193,0,0.00841750841750842,0.000508965625244695,0,0,0,0.000352360817477097,0,0.0220421266932895,0.000783024038837992,0,0,0.000195756009709498,0,0,0,0,0.000508965625244695,0,0.000783024038837992,0.000117453605825699,0,7.83024038837992E-05,0,0.000313209615535197,0,0.0319473807845901,0.00630334351264584,0,0,7.83024038837992E-05,0,0,0,0,0,0,7.83024038837992E-05,7.83024038837992E-05,0,0.000508965625244695,0.023412418761256,0,0,0.000156604807767598,0,0,0,0,0,0,0,0,0,0,0,0,0.000900477644663691,0,7.83024038837992E-05,0,0,0,0,0,0,0,0,0,0,0.000195756009709498,0,7.83024038837992E-05,0,0.000352360817477097,7.83024038837992E-05,0,0,0.000313209615535197,0,0,0,0.000117453605825699,0,0,0,0,0,0,0,0,0,0.00195756009709498,0,0,0,0,0,0,0,0,0,0,0,0.000234907211651398,0,0,0.000195756009709498,0,0,0,0,0,0,0,0,0.00156604807767598,0,0,0,0,0,0.00140944326990839,0,0.00160519927961788,0,0,0,0,0,0,0,0,0,0,7.83024038837992E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83024038837992E-05,0,0,0,0,0,0,0,0,0,0,0,7.83024038837992E-05,0,0,0.000234907211651398,0,0,0,0,0.000626419231070394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-21,0,0,0,0.751557392216123,0,0.000678467896132733,0,0.0133226423240609,0,0,0,0,0,0,0.0176401652994511,0,0,0,0,0,0,0,0,0.000801825695429594,0,0,0,0,0,0,0,0,0.00450255967433541,0.163387405168692,0,0,0,0,0,0,0,0.00598285326589774,0,0,0,0,0,0.000123357799296861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403996792697218,0,0.00160365139085919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-12,4.1407867494824E-05,0,0,0.000186335403726708,0.000124223602484472,4.1407867494824E-05,8.2815734989648E-05,0.037184265010352,0.00031055900621118,0,0,0,0,0,0.022815734989648,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1407867494824E-05,0,0,0,0.00213250517598344,0.558426501035197,0,0,0,0,0,0,0,0,0,0,0,0,0.000144927536231884,0.00236024844720497,0,0,6.2111801242236E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.375320910973085,0,4.1407867494824E-05,0,0,0,0,0,0,0,0,0,0,0.000124223602484472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2815734989648E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRP-06,0.0334770246721086,0.000458589379069981,0.000275153627441988,0.756397321838026,0.00270567733651289,0.00284325415023388,0.000458589379069981,0.0141704118132624,0.00110061450976795,0,0,0,0.0024305237090709,0,0.047693295423278,0.00132990919930294,0,0,0.000458589379069981,0.000321012565348987,0.000137576813720994,0,0.000733743006511969,0.00151334495093094,0,0.00110061450976795,0.000137576813720994,0.00197193433000092,0.000504448316976979,0,0.000504448316976979,9.17178758139961E-05,0.0554434559295607,0.00857562138860864,0.000183435751627992,0,0.000183435751627992,0,9.17178758139961E-05,0,0,0.000504448316976979,0.000137576813720994,0.00192607539209392,0.000366871503255985,0,0.00146748601302394,0.0193066128588462,9.17178758139961E-05,0.00022929468953499,0,0,0,0.00022929468953499,0,0.000412730441162983,0,0,0,0,0.000183435751627992,0.000137576813720994,0,0.00178849857837293,0,0.00307254883976887,0,0,0,0,0.000596166192790975,0.000183435751627992,0,0,0,0,0.00628267449325874,9.17178758139961E-05,9.17178758139961E-05,0,0,0.00022929468953499,0,0,0.00146748601302394,0.000183435751627992,0,0,0,0,0.000137576813720994,0,0,9.17178758139961E-05,0,0,0,0,0.00518205998349078,0.000183435751627992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17178758139961E-05,9.17178758139961E-05,0,0,0.000183435751627992,0,0,0.00912592864349262,0,0,0,9.17178758139961E-05,0,0.00600752086581675,0,0.00311840777767587,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17178758139961E-05,0,0,9.17178758139961E-05,0.000412730441162983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137576813720994,0,0.00022929468953499,0,0,0,0,0,0,0,0.000458589379069981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-16,0,0,0,0.565024820903065,0,0.000178353794476978,0,0.022502303736512,0.000653963913082251,0,0,0,0,0,0.0410808239945305,0,0,0,0,0,0,0,0,0.0604024850628697,0,0,0,0,0,0,0,0,0.00121875092892601,0.270622157486401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074314081032074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03540322820368,0,0.00205106863648524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118902529651318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMC-04,0.00184263865855906,0.00433020084761378,0.000368527731711811,0.0569375345494748,0.16334991708126,0.203795835636632,0,0.00690989496959646,0.00165837479270315,0,0,0,0.0451446471346969,0,0.087985995946195,0.000368527731711811,0,0,0.00294822185369449,0.000184263865855906,0.00101345126220748,0.000184263865855906,0.000737055463423623,0.0169522756587433,0,0.000276395798783859,0.000184263865855906,0.0179657269209508,0.00534365210982126,0,0.000921319329279528,0,0.173208033904551,0.0181499907868067,0,0,0,0,0.0182421227197347,0.00119771512806339,0,0.0131748664086973,0,0.123272526257601,0,0,0.00064492353049567,0.00368527731711811,0.000184263865855906,0.00110558319513543,0,0.00893679749401142,0.000276395798783859,0,0,0.000460659664639764,0.000368527731711811,0.000368527731711811,0.000184263865855906,0,0.000737055463423623,0,0,0.00138197899391929,0.000276395798783859,0,0,0,0,0,0,0,0,0,0.00304035378662244,0,0.000276395798783859,0,0.00128984706099134,0.00101345126220748,0,0.00221116639027087,0.00101345126220748,0,0,0,0,0,0,0,0,0.000276395798783859,0,0,0,0,0,0,0.00165837479270315,0.000368527731711811,0,0,0.000184263865855906,0,0.000184263865855906,0.000276395798783859,0,0,0,0,0,0.000184263865855906,0,0,0,0.000276395798783859,0.000829187396351576,0,0,0,0,0,0,0.000184263865855906,0,0,0,0,0,0.000460659664639764,0,0,0,0,0,0,0,0.000184263865855906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064492353049567,0,0,0,0,0,0,0,0,0,0,0,0,0.000184263865855906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBC-11,7.20564922899553E-05,0,0,0.000216169476869866,0.000192150646106548,0.000120094153816592,0.00062448959984628,0.0513762790027382,0,0,0,0,0,0,0.00276216553778162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264207138396503,0.933756064754768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000864677907479464,0,4.80376615266369E-05,0.000144112984579911,0,0,0,0,0,0,0,0,0,0,0,0,0.00684536676754576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192150646106548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144112984579911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
